"number","date","title","summary","content","art19_uuid","published_at","byte_size","duration"
50,"2020-10-12","EP50 50回記念なのに二人回","2020秋アニメ、マンガ、半沢直樹、癒やし、「なぜかが分からないと先に進めない人」と「役立つことが分からないと先に進めない人」などについて話しました。","* 第50回
* 2020秋アニメ・マンガ
    * [TVアニメ「呪術廻戦」公式サイト](https://www.jujutsukaisen.jp/)
    * [TVアニメ「100万の命の上に俺は立っている」公式サイト](http://1000000-lives.com/)
    * [アニメ「100万の命の上に俺は立っている」、1話がまさかの「本編がいらすとや」でネット騒然 - ねとらぼ](https://nlab.itmedia.co.jp/nl/articles/2010/02/news139.html)
    * [TVアニメ『魔女の旅々』公式サイト](https://majotabi.jp/)
    * [花澤香菜 オフィシャルサイト](http://www.hanazawakana-music.net/)
    * [「まおゆう魔王勇者」TVアニメ公式サイト](https://maoyu.jp/)
    * [「GREAT PRETENDER」公式サイト](https://www.greatpretender.jp/)
    * [魔法科高校の劣等生 来訪者編](https://mahouka.jp/)
    * [ドラゴン、家を買う。 - Amazon.co.jp](https://amzn.to/3nykfF0)
    * [夢中さ、きみに。 - Amazon.co.jp](https://amzn.to/30U4heD)
* 半沢直樹
    * [日曜劇場『半沢直樹』｜TBSテレビ](https://www.tbs.co.jp/hanzawa_naoki/)
    * [Paravi(パラビ) - 人気番組が楽しめる動画配信サービス](https://www.paravi.jp/)
* 癒やし
    * [富士フジノ🗻さん (@fujino114) / Twitter](https://twitter.com/fujino114?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor)
    * [BOOGEY VOXX -official- - YouTube](https://www.youtube.com/channel/UCtk3KnxYCoGiyrLVdIOgG1Q)
    * [チンチラ - Wikipedia](https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%B3%E3%83%81%E3%83%A9)
* 「なぜかが分からないと先に進めない人」と「役立つことが分からないと先に進めない人」
    * [「""子どもに限らず、大人でも「なぜかが分からないと先に進めない人」と「役立つことが分からないと先に進めない人」の違いがあるらしい。 "" 興味深い。」 / Twitter](https://twitter.com/buku_t/status/1312941795471290369?s=21)
    * [若者の「それ、何の役に立つんですか？」に隠された驚きの事実（幻冬舎ゴールドオンライン） - Yahoo!ニュース](https://news.yahoo.co.jp/articles/6261508a47890bd6c89d06fb1f9950015326869c)
        * ↑のツイートで言及している記事
* アウトロ","c02bb28d-dcc6-4e6a-9c83-45891b16866e","2020-10-11 23:00:00",20464449,"2557.93575"
51,"2020-10-18","EP51 お休みと見せかけて一人回 Apple Eventについてちょい語り","iPhone 12、HomePod miniについて話しました。","* お休みと見せかけて
    * [ゆるふわPodcastさんはTwitterを使っています 「ごめんなさい、諸事情により明日の更新はおやすみです！ #yuru28」 / Twitter](https://twitter.com/yuru28club/status/1317685977410777088)
* Apple Event
    * [アップルがiPhone 12イベントで発表したものすべて #AppleEvent | ギズモード・ジャパン](https://www.gizmodo.jp/2020/10/apple-event-matome-1.html)
    * [Appleのスマートスピーカー第2弾「HomePod mini」登場　小型球形で1万800円 - ITmedia NEWS](https://www.itmedia.co.jp/news/articles/2010/14/news057.html)
","ca928e32-1589-4e55-b50d-2082288378d1","2020-10-18 23:00:00",9943002,"1242.827"
52,"2020-10-22","EP52 みんなのこだわりについて語ってたら盛り上がった回","レインボーアートデラックス、みんなのこだわり、iPhone 12 Pro購入などについて話しました。","* レインボーアートデラックス
    * [Gmailのロゴが一新〜封筒部分がなくなり「M」のみに - iPhone Mania](https://iphone-mania.jp/news-317967/)
    * [スカパー！](https://www.skyperfectv.co.jp/)
* EP51 一人回
    * [EP51 お休みと見せかけて一人回 Apple Eventについてちょい語り - ゆるふわPodcast](https://yuru28.com/51)
* みんなのこだわり
    * iPadにSNSアプリを入れない
    * 画面のフチは黒いものを
    * ノートPCにデスクトップPCみたいなことさせたくない
    * [エレコムの巨大なマウスパッド - Amazon.co.jp](https://amzn.to/34ntMqY)
    * たいやきは頭から？しっぽから？
    * [低関与商材とは 意味/解説 - シマウマ用語集](https://makitani.net/shimauma/teikanyo-shouzai)
    * リュックのチャックの閉め方
* アウトロ
    * iPhone 12 Pro","514a3d93-9750-4d98-bd16-78172210da17","2020-10-25 23:00:00",16998533,"2124.721"
53,"2020-10-29","EP53 退職と一人旅とiPhoneと","疲れるタイプの仕事、最終出社、湯河原 一人旅、iPhone 12 Proなどについて話しました。","* 疲れるタイプの仕事
* 退職と一人旅
    * [「最終出社でした ありがとうございました https://t.co/NfNU5Xg6ZR」 / Twitter](https://twitter.com/mktakuya/status/1319684372178505730)
    * [一人旅 湯河原に行ってきたよ - #えむけーろぐ](https://blog.m6a.jp/entry/2020/10/30/160601)
    * [【公式】ニューウェルシティ湯河原](https://www.welcity-yugawara.co.jp/)
* iPhone 12 Pro
    * [iPhone 12 ProとiPhone 12 Pro Max - Apple（日本）](https://www.apple.com/jp/iphone-12-pro/)
    * [5G | 通信・エリア | NTTドコモ](https://www.nttdocomo.co.jp/area/5g/)
    * [ドコモ5G 2020年9月末時点の利用可能スポット](https://www.nttdocomo.co.jp/area/5g/index.html?mode=s&region=&category=&available_time=0&ehf=0)
* アウトロ","3c5a1f68-6020-46e3-bae2-51a9fc0823b0","2020-11-01 23:00:00",19647340,"2455.822875"
54,"2020-11-05","EP54 才能診断ツール #ストレングスファインダー でメンバーの強みを分析してみた","メンバー3人でストレングスファインダーを受けてみました。3人で受けてみた結果やその強みを象徴するようなエピソード、○○が強みな人の行動アイデアや○○が高い人との働き方などについて話しました。","* ストレングスファインダーとは
    * [Gallup ギャラップ](https://www.gallup.co.jp/home.aspx)
    * [さあ、才能(じぶん)に目覚めよう 新版 ストレングス・ファインダー2.0 - Amazon.co.jp](https://amzn.to/2IdIOqL)
* 企画の説明
* 結果発表
* 強みを象徴するエピソード
* 行動アイデア・働き方
* まとめ
* アウトロ

#### 3人の結果

【Podcastアプリで聞いている人向け】
画像が表示されていない場合は、公式サイトにアクセスしてみてください。
[https://yuru28.com/54](https://yuru28.com/54)

##### mktakuya

![mktakuyaの強み](https://yuru28.com/images/ep54/sf-mktakuya.png)

##### とっしー

![とっしーの強み](https://yuru28.com/images/ep54/sf-toshiemon18.png)

##### ふっくん

![ふっくんの強み](https://yuru28.com/images/ep54/sf-fk2763owl.png)
","1366bb13-fd7f-4eb3-861a-cb9ffdc1eb94","2020-11-08 23:00:00",56772339,"7096.397625"
55,"2020-11-12","EP55 QoLを上げて幸せになりたい二人回","地元のお店でランチ、栄養バランス、買い物が難しいなどについて話しました。","* EP54 ストレングスファインダー回 振り返り
    * [EP54 才能診断ツール #ストレングスファインダー でメンバーの強みを分析してみた - ゆるふわPodcast](https://yuru28.com/54)
    * [「ストレングスファインダー回めっちゃ面白かった〜 学生時代の友人とお互いの強み褒め合うの自己肯定感に良さそう 昔やった時の自分の強みはふっくんさんに少し似てる？ #yuru28 https://t.co/GwB9ezrES8」 / Twitter](https://twitter.com/_enuyoshi/status/1326520923281784835)
    * [超精密性格診断 mgram（エムグラム） | あなたの8性格を無料診断](https://mgram.me/ja/)
* 地元のお店でランチ
    * [#mkイート ハッシュタグ - Twitter](https://twitter.com/hashtag/mk%E3%82%A4%E3%83%BC%E3%83%88?f=live)
* 栄養バランス
    * [つくおき | 作り置き・簡単レシピサイト](https://cookien.com/)
    * [ジップロック®コンテナー](https://www.asahi-kasei.co.jp/saran/products/ziploc/container.html)
* 買い物が難しい
    * [iPhoneケースやiPadアクセサリー ブランド｜パワーサポート](https://www.pawasapo.co.jp/)
    * [Anker (アンカー) Japan公式サイト](https://www.ankerjapan.com/)
    * [DXRACER（デラックスレーサーチェア） 日本公式オンラインストア](https://dxracer.jp/)
    * [AKRacing(エーケーレーシング) オフィスチェア　Premium シリーズ ｜AKRacing](https://www.akracing.jp/)
* アウトロ","a2e8274d-d360-4d69-a9d4-323ec332d8e3","2020-11-15 23:00:00",20734340,"2591.685875"
56,"2020-11-14","EP56 ウィズコロナの高専生活（ゲスト: shigyo先生）","@shigyo 先生をゲストに迎えて、ウィズコロナの高専生活、対面授業再開から1ヶ月半、GoToイート、ストレングスファインダー、引っ越しなどについて話しました。","* マイク
    * [SAMSON ( サムソン ) >Q2U オーディオインターフェイス内蔵 USBマイク 送料無料 | サウンドハウス](https://www.soundhouse.co.jp/products/detail/item/152011/)
    * [888M マランツプロ USBコンデンサーマイク - Amazon.co.jp](https://amzn.to/3fpZmIF)
* ウィズコロナの高専生活
    * [EP28 高専教育と遠隔授業 現場の声を聞いてみた（ゲスト shigyo先生） - ゆるふわPodcast](https://yuru28.com/28)
        * 4月8日(水) 始業式→10日(金)から臨時休校→翌週から遠隔授業
        * EP28収録は5月半ば
* 対面授業再開
* 雑談モード
    * [きたゆざわ　森のソラニワ｜【公式】北海道の温泉宿 野口観光グループ｜](https://www.mori-soraniwa.com/)
    * [セキュリティ・ミニキャンプ in 北海道 2020](https://www.security-camp.or.jp/minicamp/hokkaido2020.html)
    * [SC4Y ('20#2) Webシステムにまつわる脆弱性の検査手法 - connpass](https://sc4y.connpass.com/event/194241/)
        * shigyo先生が講演される勉強会（11月28日13時〜、オンライン）
* ストレングスファインダー
* 引っ越し
* アウトロ

## shigyo先生のストレングスファインダー

【Podcastアプリで聞いている人向け】
画像が表示されていない場合は、公式サイトにアクセスしてみてください。
[https://yuru28.com/56](https://yuru28.com/56)

![shigyoの強み](https://yuru28.com/images/ep56/sf-shigyo.png)","021c12cf-bcc0-4804-9261-c78fa572002d","2020-11-22 23:00:00",48640176,"6079.8945"
57,"2020-11-26","EP57 道民は桃鉄をやるべき","No.2ポッドキャスト、リリース前のバタバタが楽しい、感染対策、コロナで伸びた会社、桃太郎電鉄などについて話しました。","* No.2 ポッドキャスト
    * [‎あしゆテックラジオ](https://podcasts.apple.com/jp/podcast/%E3%81%82%E3%81%97%E3%82%86%E3%83%86%E3%83%83%E3%82%AF%E3%83%A9%E3%82%B8%E3%82%AA/id1505178156)
    * [デフォルトで聴いてるテック系Podcast - Twitter](https://twitter.com/ashiyutech/status/1331608691762634752)
* リリース前のバタバタ
    * [MTBFとMTTRとは？システムの故障や稼働はどうやって分かる？｜ドスパラ通販【公式】](https://www.dospara.co.jp/5info/cts_str_pc_mtbf)
* 感染対策
* コロナで伸びた会社
    * [BASE, Inc. | BASE株式会社](https://binc.jp/)
    * [株式会社SmartHR | 社会の非合理を、ハックする。](https://smarthr.co.jp/)
    * [freee株式会社](https://corp.freee.co.jp/)
    * [オーディオテクニカ](https://www.audio-technica.co.jp/)
    * [東プレ株式会社](https://www.topre.co.jp/)
    * [Shure シュア | マイクロホン、インイヤーモニタリング、イヤホンやヘッドホンなどオーディオ機器のリーディングカンパニー](https://www.shure.com/ja-JP/)
    * [ローランド再上場へ　東証承認　新規事業に投資｜静岡新聞アットエス](https://www.at-s.com/news/article/economy/shizuoka/830048.html)
* 桃太郎電鉄
    * [桃太郎電鉄 ～昭和 平成 令和も定番！～ 公式サイト](https://www.konami.com/games/momotetsu/teiban/)
    * [ハドソン - Wikipedia](https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%89%E3%82%BD%E3%83%B3)
        * 株式会社ハドソン（英: Hudson Soft Company, Limited）はかつて存在した北海道を発祥とするゲームソフト開発・販売会社。
    * [札幌テクノパーク紹介 | 札幌市エレクトロニクスセンター](https://www.elecen.jp/techno/)
* アウトロ","16150f7c-1fa6-4a49-ab55-518ac4913fd2","2020-11-29 23:00:00",17543607,"2192.822125"
58,"2020-12-03","EP58 2020年買ってよかったもの","2020年買ってよかったもの、今年の買い物の総括、来年はどんな買い物をしていきたいかなどについて話しました。","* 2020年買ってよかったもの
* 第3位
    * [エレコム KVMスイッチ キーボード・マウス用 手元スイッチ付](https://amzn.to/3lP2KhA)
    * [メトレフランセ Maitre Francais シリコン スチーマー](https://amzn.to/3oDWdID)
    * [ティファール 卵焼き フライパン 12×18cm ガス火専用 「 グランブルー プレミア エッグロースター 」](https://amzn.to/36H04yd)
* 第2位
    * [三ッ谷電機 屋台横丁 卓上焼き鳥 焼肉 たこ焼き器](https://amzn.to/2Ie6ag2)
    * [Focusrite Scarlett Solo（オーディオインターフェイス ）](https://amzn.to/3mKgkEo)
    * [Maker hart Loop Mixer 5チャンネルステレオ音声ミキサー](https://amzn.to/3lKW43Z)
* 第1位
    * [Apple iPad Air (10.9インチ, Wi-Fi, 64GB) - スペースグレイ](https://amzn.to/2VGSKMO)
    * [HHKB Professional HYBRID Type-S](https://amzn.to/3lGQ64l)
        * [HHKBの馬のポエム](https://www.pfu.fujitsu.com/hhkeyboard/dr_wada.html)
    * [チラシ・勧誘印刷物の無断投函は一切お断り！ 高耐候性ステッカー](https://amzn.to/2JRPhsd)
* 今年の総括・来年の買い物
* アウトロ","bde9d1d7-f5bd-4d67-bbbd-150528ded065","2020-12-06 23:00:00",21023750,"2627.865375"
59,"2020-12-10","EP59 コンパクトに語る二人回","mk、とっしーの2人で、CEOFM 買ってよかったもの回、文化が違う業界の人と絡むとビビる、疲れていると大音量・重低音が欲しくなるなどについて話しました。","* CEO.FM 2020年買ってよかったもの回
    * [EP58 2020年買ってよかったもの - ゆるふわPodcast](https://yuru28.com/58)
    * [#322 2020年買ってよかったもの by CEO.FM](https://anchor.fm/ceofm/episodes/322-2020-eniqn6)
* 文化が違う業界の人と絡むとビビる
    * [価格.com - 必ず相見積もりを！引越し業者の選び方｜引越し手続き完全ガイド](https://hikkoshi.kakaku.com/hikkoshi/howto/howtochoose.html)
* 疲れていると大音量・重低音が欲しくなる
    * [えらい先生「音楽を大音量で聞くと疲れを感知する機能がにぶるので気をつけるように」→逆に修羅場を乗り切るのに使える！ - Togetter](https://togetter.com/li/1062549)
* アウトロ","683e685e-eb60-4d3b-8363-e0d143d5591e","2020-12-13 23:00:00",14998970,"1874.755"
