"number","date","title","summary","content","art19_uuid","published_at","byte_size","duration"
97,"2021-08-16","EP97 菅首相 ワクチン接種1億回超え（二人回）","ウ”ィ”エ”、菅首相 ワクチン接種1億回超え、全然会ってないなどについて話しました。","* オープニング
    * [ウ”ィ”エ” - YouTube](https://www.youtube.com/watch?v=iSsct7423J4)
    * [菅首相 ワクチン接種1億回超え「1日も早く2回の接種進める」 | 新型コロナウイルス | NHKニュース](https://www3.nhk.or.jp/news/html/20210809/k10013191491000.html)
    * [尾身氏が理事長の医療機構のガラス割った疑い　「嫌いだからやった」39歳の男逮捕　警視庁：東京新聞 TOKYO Web](https://www.tokyo-np.co.jp/article/123612)
* 全然会ってない
    * [【公式】洞爺湖万世閣ホテルレイクサイドテラス｜北海道・洞爺湖温泉の温泉ホテル](https://www.toyamanseikaku.jp/)","ad360a45-8e03-4f6e-90cf-375e96c3e682","2021-08-15 23:00:00",19510873,"2438.79125"
98,"2021-08-23","EP98 最後まで存在を忘れられていた人が編集しました","人間がうまくデザインされすぎててこわい話、インターネットあいうえおなどについて話しました。","* オープニング
    * [最近よく聞く「EAA」とは。「BCAA」との違いは？コナミスポーツクラブの管理栄養士が解説 | 健康×スポーツ『MELOS』](https://melos.media/wellness/48133/)
    * 夏休み
    * [iwashiさんのツイート「#yuru28 を全部聴いているプロリスナーなので、EP97を聞いている途中で「今日、ふっくんいないけど」という話が出るまでの間に、 @fk2763owl の声が幻聴で聞こえて、2人でも自動で3人収録へ自動補正できるレベルになっていた。」](https://twitter.com/iwashi86/status/1427201671591989248)
    * [ファントムペイン - Wikipedia](https://ja.wikipedia.org/wiki/%E3%83%95%E3%82%A1%E3%83%B3%E3%83%88%E3%83%A0%E3%83%9A%E3%82%A4%E3%83%B3)
* 人間がうまくデザインされすぎててこわい
*  インターネットあいうえお
    * （編集者注：収録では「Twitterあいうえお」と言っているが、本当は「インターネットあいうえお」かな？）
    * [【魂の授業】「インターネットあいうえお」を覚えてバズろう！ - YouTube](https://www.youtube.com/watch?v=BJbxWe4roAc)
* EP97の「曲の最初に盛り上がりを持ってくる話」の補足
    * [EP97 菅首相 ワクチン接種1億回超え（二人回） - ゆるふわPodcast](https://yuru28.com/97)
    * [億単位の賠償請求も…「ファスト映画」全国初の逮捕者 捜査協力した弁護士が語る法的問題点（ABEMA TIMES） - Yahoo!ニュース](https://news.yahoo.co.jp/articles/a80628e290493773d1980a53c408887eeabc3fae)","ed82ec47-bc79-41bc-bf08-4ce4281ef4c7","2021-08-22 23:00:00",24072596,"3008.965875"
99,"2021-08-28","EP99 石原さとみバイアス","メガネが壊れた、メガネ屋、似てる著名人、次で100回などについて話しました。","* オープニング
    * [メガネが壊れたツイート](https://twitter.com/toshiemon18/status/1428985639282757637)
    * [新型コロナワクチン接種 2回目の記録（ファイザー） - #えむけーろぐ](https://blog.m6a.jp/entry/2021/08/25/225440)
* メガネ屋
    * [オグラ眼鏡店](https://www.ogura-megane.co.jp/)
    * [富士メガネ](http://www.fujimegane.co.jp/)
    * [眼鏡市場](https://www.meganeichiba.jp/)
    * [メガネサロンルック](https://www.lookgroup.co.jp/)
    * [メガネのプリンス](https://www.mega-pri.co.jp/)
    * [メガネのJINS](https://www.jins.com/jp/)
    * [メガネの選び方（似合うメガネを選ぶ） | JINS - 眼鏡（メガネ・めがね）](https://www.jins.com/jp/guide/eyewear/select_glasses.html)
* 似てる著名人
    * [河村・拓哉さん (@kawamura_domo) / Twitter](https://twitter.com/kawamura_domo)
    * [似てるサムネ（他人のツイートだけど……）](https://twitter.com/Ree514Ree/status/1044220144321388544)
    * [PROFILE | 学園祭学園ドットコム](http://gakuensaigakuen.com/profiles)
    * [おでん村の仲間たち｜アニメ『がんばれ！おでんくん』公式サイト](https://odenkun.com/character/index.html)
    * [海外TVアニメ『スポンジ・ボブ』公式サイト｜パラマウント](https://paramount.jp/spongebob/)
    * [水谷隼 - Wikipedia](https://ja.wikipedia.org/wiki/%E6%B0%B4%E8%B0%B7%E9%9A%BC)
    * [ダニエル・ラドクリフ - Wikipedia](https://ja.wikipedia.org/wiki/%E3%83%80%E3%83%8B%E3%82%A8%E3%83%AB%E3%83%BB%E3%83%A9%E3%83%89%E3%82%AF%E3%83%AA%E3%83%95)
    * [山田花子オフィシャルブログ Powered by Ameba](https://ameblo.jp/yamadahanako-2021/)
    * [ザブングル (お笑いコンビ) - Wikipedia](https://ja.wikipedia.org/wiki/%E3%82%B6%E3%83%96%E3%83%B3%E3%82%B0%E3%83%AB_(%E3%81%8A%E7%AC%91%E3%81%84%E3%82%B3%E3%83%B3%E3%83%93))
    * [石原さとみ（イシハラサトミ） | ホリプロオフィシャルサイト](https://www.horipro.co.jp/ishiharasatomi/)
* メガネ2
    * [JINS×EVANGELION | JINS - 眼鏡（メガネ・めがね）](https://www.jins.com/jp/collabo/evangelion/)
* エンディング
    * [Rebuild: 1: Podcasting, LTSV, RubyMotion (伊藤直也)](https://rebuild.fm/1/)","58bdc15e-ef35-442b-b79d-3d8bab0f46dc","2021-08-29 23:00:00",16265764,"2033.13575"
100,"2021-09-06","EP100 100回記念だけどいつもどおりな3人回","第100回、秋の味覚、たけのこ、牡蠣について話しました。","* オープニング
* 第100回
    * [スピーカー一覧 - ゆるふわPodcast](https://yuru28.com/speakers)
    * [EP81 月曜から「やる気無い」とか「ゆるふわ」とか聞いてる人たち（ゲスト: 須貝さん） - ゆるふわPodcast](https://yuru28.com/81)
* 秋
    * [【終了】第24回 目黒のさんま祭り | しながわ観光協会](https://shinagawa-kanko.or.jp/event/meguronosanmamatsuri/)
    * [サケのふるさと 千歳水族館 | 日本最大級の淡水魚水族館](https://chitose-aq.jp/)
    * [中山峠 (国道230号) - Wikipedia](https://ja.wikipedia.org/wiki/%E4%B8%AD%E5%B1%B1%E5%B3%A0_(%E5%9B%BD%E9%81%93230%E5%8F%B7))
    * 2020年10月: [一人旅 湯河原に行ってきたよ - #えむけーろぐ](https://blog.m6a.jp/entry/2020/10/30/160601)
    * [割韭菜 【ニラ刈り】](http://www.peoplechina.com.cn/zlk/wlxcy/201903/t20190315_800161940.html)
    * [厚岸漁業協同組合直売店エーウロコ / TOPページ](https://www.a-uroko.or.jp/)
* エンディング
","273104ad-43f5-4dea-b642-6330f166b49d","2021-09-05 23:00:00",18406468,"2300.734125"
101,"2021-09-13","EP101 エンタメコンテンツの未来を憂う2人回","最近買ってよかったもの、ミルクパン、攻殻機動隊 SAC_2045、オタク特有の行動、勝手にハードルを作ってたかもしれない話、Twitter薄目で見る期などについて話しました。","* オープニング
    * [月を見上げて心が通い合う秋に、今年も「月見ファミリー」が期間限定で登場！ | McDonald's Japan](https://www.mcdonalds.co.jp/campaign/tsukimi/)
* 買ってよかったもの
    * ミルクパン
    * [アニメ『終末のワルキューレ』公式サイト](https://ragnarok-official.com/)
* 攻殻機動隊 SAC_2045
    * [攻殻機動隊 SAC_2045 公式サイト](https://www.ghostintheshell-sac2045.jp/)
    * [映画に登場する犬が死なないか心配…そんなときは『DOES THE DOG DIE？』を検索！ | PETomorrow](https://petomorrow.jp/news_dog/128761)
* オタク特有の行動
* 勝手にハードルを作ってたかもしれない話
* Twitter薄目で見る期
* エンディング","fb00a286-d0f7-413d-a12b-e9e538192976","2021-09-12 23:00:00",22704904,"2837.96825"
102,"2021-09-20","EP102 Apple Event（2021年9月）","Apple Eventについて話しました。","* オープニング
    * [Tales of ARISE テイルズ オブ アライズ ｜ バンダイナムコエンターテインメント公式サイト](https://toarise.tales-ch.jp/)
    * [EP84 おやつのサブスク「スナックミー」を試す - ゆるふわPodcast](https://yuru28.com/84)
    * [おやつ体験BOX snaq.me](https://lp.snaq.me/?code=k4fyp3)
    * [エピソード詳細ページが404になっていた話](https://twitter.com/mktakuya/status/1437419384532733955)
* Appleイベント
    * [Appleのイベント - 2021年9月 - Apple（日本）](https://www.apple.com/jp/apple-events/september-2021/)
    * [Apple発表会まとめ。iPhone 13、新型iPad mini、Apple Watch Series7が発表。iPhone 13シリーズは9月24日から発売 | ゲーム・エンタメ最新情報のファミ通.com](https://www.famitsu.com/news/202109/14233743.html)
    * [iOS 15 - Apple（日本）](https://www.apple.com/jp/ios/ios-15/)
    * [強いチームはオフィスを捨てる: 37シグナルズが考える「働き方革命」 - Amazon.co.jp](https://amzn.to/2Z6SVG5)
* エンディング","6fa4a9bb-c162-46f9-af0e-d044116293f8","2021-09-19 23:00:00",29367244,"3670.83025"
103,"2021-09-26","EP103 ゲームボーイアドバンス カスタマイズ事情","アクセサリー、ゲームボーイアドバンスのカスタマイズ事情などについて話しました。","* オープニング・アクセサリー
    * [DARK SOULS | TORCH TORCH](https://torchtorch.jp/title/dark_souls/)
    * [TORCH TORCH（トーチトーチ） from Mamegyorai](https://torchtorch.jp/)
    * [Oura Ringは今の時代を生き抜くための指輪型健康トラッカー、睡眠分析機能はwatchOS 7を凌ぐ | TechCrunch Japan](https://jp.techcrunch.com/2020/08/13/2020-08-12-the-oura-ring-is-the-personal-health-tracking-device-to-beat-in-2020/)
* 最近のゲームボーイアドバンス事情
    * [ゲームボーイアドバンス - Wikipedia](https://ja.wikipedia.org/wiki/%E3%82%B2%E3%83%BC%E3%83%A0%E3%83%9C%E3%83%BC%E3%82%A4%E3%82%A2%E3%83%89%E3%83%90%E3%83%B3%E3%82%B9)
    * [PocketStation - Wikipedia](https://ja.wikipedia.org/wiki/PocketStation)
","e91ce2eb-db1e-43ea-909a-034f01f0fb74","2021-09-26 23:00:00",12964401,"1620.4795"
104,"2021-10-04","EP104 首から下げるICカードの管理方法について語る2人回","iPad miniの使いみち、首から下げるICカードの管理方法などについて話しました。","* オープニング
* iPad mini 6
    * [EP102 Apple Event（2021年9月） - ゆるふわPodcast](https://yuru28.com/102)
    * [iPad mini - Apple（日本）](https://www.apple.com/jp/ipad-mini/)
* 首から下げるICカード

","0e66c7d7-c2d3-4108-9856-bef5ac07601f","2021-10-03 23:00:00",13447842,"1680.9005"
105,"2021-10-11","EP105 ウェットに飛んだ話","ライフイベント、蟹工船、結婚と家の購入、人生の楽しみなどについて話しました。","* オープニング
* ライフイベント
    * [蟹工船 - Wikipedia](https://ja.wikipedia.org/wiki/%E8%9F%B9%E5%B7%A5%E8%88%B9)
    * [【公式サイト】グランドホテルニュー王子](https://www.newoji.co.jp/)
    * [トップページ：苫小牧市民会館ホームページ](http://www.tomakomai-shiminkaikan.com/)
    * [ノーザンホースパーク公式サイト - 馬とふれあえる北海道のテーマパーク](https://www.northern-horsepark.jp/)
    * [白金青い池 :: 一般社団法人 美瑛町観光協会](https://www.biei-hokkaido.jp/ja/sightseeing/shirogane-blue-pond/)
    * [人生観の確立と家を購入するタイミング - portal shit!](https://portalshit.net/2021/05/16/when-to-buy-a-house)
    * [タイムズの駐車場経営による土地活用｜タイムズ駐車場検索](https://times-info.net/owner/)
    * [みんなの家計相談 – MONEY PLUS](https://media.moneyforward.com/series/1)
* 人生の楽しみ
    * [「ウィットに富む」の類義語や言い換え | 機知に富んだ・発想力豊かななど-Weblio類語辞典](https://thesaurus.weblio.jp/content/%E3%82%A6%E3%82%A3%E3%83%83%E3%83%88%E3%81%AB%E5%AF%8C%E3%82%80)
* エンディング
    * 感想ツイートありがとうございます","fdd814f2-f684-4cde-90e6-775f5b33b6d7","2021-10-10 23:00:00",18470658,"2308.753625"
106,"2021-10-18","EP106 誰も幸せにならないランキングはやめよう","どもども〜、偉人のまんが、都道府県ランキングなどについて話しました。","* オープニング
    * [Podcast Freaks](https://podcastfreaks.com/)
    * [108. AirPods Pro依存症 | Yarukinai.fm](http://yarukinai.fm/episode/108)
* 偉人のまんが
    * [べっくみん/Gavin Beckminh/ゆうさく/味噌さんはTwitterを使っています 「いわゆる子供っぽい絵柄の伝記漫画、あると思うんですけど あれで育ってきた世代の僕の目線から言わせていただくと　あれってぶっちゃけ「かいけつゾロリ」「忍たま乱太郎」を読み切ったやつが読む本無いか探して読む本だったんですよね https://t.co/ckz6GyU4A4」 / Twitter](https://twitter.com/Vonoknow_Niner/status/1448096924104413184?s=20)
    * [スティーブ・ジョブズ（１） (Ｋｉｓｓコミックス) - Amazon.co.jp](https://amzn.to/3BWTQYs)
    * [コミック、小説、作者別に新刊・新作をメールにてお知らせ【ベルアラート】](https://alert.shop-bell.com/)
* 都道府県ランキング
    * [魅力度ランキング44位 群馬県知事「法的措置も検討する」 / Twitter](https://twitter.com/i/events/1448225957513285642)
    * [ぐんまのやぼう - RucKyGAMES](http://ruckygames.com/gunmaapps/)
* エンディング","377a9e79-33bf-4371-9976-fba7715d2f14","2021-10-17 23:00:00",19966207,"2495.68575"
107,"2021-10-25","EP107 三崎マグロが食べたい","地震、災害対策、みさきまぐろきっぷなどについて話しました。","* オープニング
    * [cocoon gem](https://github.com/nathanvda/cocoon)
    * [HTML Over The Wire | Hotwire](https://hotwired.dev)
    * [react-rails](https://github.com/reactjs/react-rails)
* 地震
    * [東京と埼玉で震度５強　横浜、川崎でも震度５弱（カナロコ by 神奈川新聞） - Yahoo!ニュース](https://news.yahoo.co.jp/articles/3ec84348e297e31898f74b17f5ca041786c60ab8)
    * [でもFPSやめれないんだけどwwwとは (エフピーエスジャンキーとは) [単語記事] - ニコニコ大百科](https://dic.nicovideo.jp/a/%E3%81%A7%E3%82%82fps%E3%82%84%E3%82%81%E3%82%8C%E3%81%AA%E3%81%84%E3%82%93%E3%81%A0%E3%81%91%E3%81%A9www)
    * [平安伸銅工業 液晶テレビ用耐震固定ポール LEQ-45 - Amazon.co.jp](https://amzn.to/3b2PZgD)
    * [平安伸銅工業 家具転倒防止突っ張り棒 REQ-35 - Amazon.co.jp](https://amzn.to/3b1CqOq)
    * [北海道胆振東部地震 - Wikipedia](https://ja.wikipedia.org/wiki/%E5%8C%97%E6%B5%B7%E9%81%93%E8%83%86%E6%8C%AF%E6%9D%B1%E9%83%A8%E5%9C%B0%E9%9C%87)
    * [ハスカップ - Wikipedia](https://ja.wikipedia.org/wiki/%E3%83%8F%E3%82%B9%E3%82%AB%E3%83%83%E3%83%97)
    * [防災セット・防災用品 通販 | 無印良品](https://www.muji.com/jp/ja/store/cmdty/section/S2001310)
* 雑談
    * [みさきまぐろきっぷ | おトクなきっぷ | 遊ぶ・出かける | 京浜急行電鉄(KEIKYU)](https://www.keikyu.co.jp/visit/otoku/otoku_maguro/)
    * [定額制セルフエステ「じぶんdeエステ」公式WEBサイト ｜ 気軽にできるじぶんdeエステ | じぶんdeエステ 公式Webサイト](https://jibunde-esute.com/)
","553a0a3a-57fe-4ae3-bc07-d2a6918b1447","2021-10-24 23:00:00",16287962,"2035.93075"
108,"2021-11-01","EP108 東京ディストピアPodcast","地球外少年少女、Prime Reading、東京ディストピア日記などについて話しました。","* オープニング
    * [JINS×EVANGELION | JINS - 眼鏡（メガネ・めがね）](https://www.jins.com/jp/collabo/evangelion/)
* 地球外少年少女
    * [オリジナルアニメ「地球外少年少女」公式サイト](https://chikyugai.com/)
    * [『電脳コイル』磯光雄監督による最新オリジナルアニメ『地球外少年少女』が前後編で劇場上映決定！ 舞台は2045年の宇宙ホテル | ゲーム・エンタメ最新情報のファミ通.com](https://www.famitsu.com/news/202110/31238960.html)
    * [「電脳コイル」磯監督作「地球外少年少女」、'22年1月から前後編上映 - AV Watch](https://av.watch.impress.co.jp/docs/news/1361784.html)
    * [映画『レディ・プレイヤー1』ブルーレイ＆DVDリリース](https://wwws.warnerbros.co.jp/readyplayerone/)
* 本
    * [Prime Reading](https://www.amazon.co.jp/kindle-dbs/fd/nonprime-pr)
    * [金色のガッシュ！！ 完全版 - Amazon.co.jp](https://amzn.to/3jPjeIA)
    * [「本の最低配送料」を定めて実店舗の書店がAmazonと競争するのを助ける法律が可決される - GIGAZINE](https://gigazine.net/news/20211027-france-minimum-delivery-charge-low-amazon/)
    * [ほんタメ - YouTube](https://www.youtube.com/channel/UC0zArNuGZKdvzSkfHbR9yLA)
    * [東京ディストピア日記 - Amazon.co.jp](https://amzn.to/3brr8Db)
    * [生物から見た世界（岩波文庫） - Amazon.co.jp](https://amzn.to/3bu33LY)","0df8e453-bb4a-48a0-acac-9056d540fcc3","2021-10-31 23:00:00",15970433,"1996.22425"
109,"2021-11-08","EP109 サイゼリヤでチェック","サイゼリヤでチェック、レコーダー、ビデオ戦争、道徳の教科書などについて話しました。","* オープニング
* サイゼリヤ
    * [英語で「check」はどんな意味？](https://ja.duolingo.com/dictionary/English/check/edf0384bf15b3a028cb7b4d35827c7df)
* 00:09:34 レコーダー
    * [放送開始スケジュール　｜　地上デジタルテレビ放送のご案内](https://www.soumu.go.jp/main_sosiki/joho_tsusin/dtv/kihonjoho/kihonjoho3.html)
    * [ビデオ戦争 - Wikipedia](https://ja.wikipedia.org/wiki/%E3%83%93%E3%83%87%E3%82%AA%E6%88%A6%E4%BA%89)
    * [HD DVD - Wikipedia](https://ja.wikipedia.org/wiki/HD_DVD)
* 00:32:50 オモコロチャンネル
    * [小学校の「道徳の教科書」を大人になった今読んでみよう！ - YouTube](https://www.youtube.com/watch?v=273_nV7yt9U)
","6937123b-0aa5-4c28-aee0-d426f5673e1d","2021-11-07 23:00:00",17743005,"2217.79525"
110,"2021-11-15","EP110 Apple Watch Series 7とiPhone 13 mini","Apple Watch Series 7とiPhone 13 miniについて話しました。","* オープニング
* Apple Watch Series 7
* iPhone 13 mini","b459c25d-4fce-4cfd-8b68-f8b47dd2af5c","2021-11-14 23:00:00",17360184,"2169.93875"
111,"2021-11-22","EP111 最近何観てる？","最近観てるアニメ・ドラマ・映画について話しました。","* オープニング
    * ものもらい
    * React.js
* 最近何観てる？
    * [EP26 今回から試験的に毎週配信してみるよ - ゆるふわPodcast](https://yuru28.com/26)
    * [サバイバー: 宿命の大統領 - Netflix](https://www.netflix.com/title/80113647)
    * [バキ - Netflix](https://www.netflix.com/title/80204451)
    * [イカゲーム - Netflix](https://www.netflix.com/title/81040344)
    * [パプリカ | ソニー・ピクチャーズ公式](https://www.sonypictures.jp/he/815804)
    * [TVアニメ「異世界食堂２」公式サイト](https://isekai-shokudo2.com/)
    * [TVアニメ『世界最高の暗殺者、異世界貴族に転生する』公式サイト](https://ansatsu-kizoku.jp/)
    * [ザ・シューター - Netflix](https://www.netflix.com/title/80109194)
    * [マーベル公式｜Marvel](https://marvel.disney.co.jp/)
    * [DCコミックス｜ワーナー・ブラザース](https://warnerbros.co.jp/franchise/dccomics/)
    * [オルタード・カーボン - Netflix](https://www.netflix.com/title/80097140)
    * [パーソン･オブ･インタレスト 犯罪予知ユニット が見放題！ | Hulu(フールー) 【お試し無料】](https://www.hulu.jp/person-of-interest)
    * [映画『ジョン・ウィック：パラベラム』オフィシャルサイト](http://johnwick.jp/)
","1abb2ff9-b92a-48e7-b5e3-7b28b8d90cd3","2021-11-21 23:00:00",18615094,"2326.830375"
112,"2021-11-29","EP112 要はバランス、生きるのは難しい","結婚、Turing Complete（ゲーム）、下手の道具調べ、動画、Milesなどについて話しました。","* オープニング
* Turing Complete
    * [Steam：Turing Complete](https://store.steampowered.com/app/1444480/Turing_Complete/)
    * [チューリング完全 - Wikipedia](https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%A5%E3%83%BC%E3%83%AA%E3%83%B3%E3%82%B0%E5%AE%8C%E5%85%A8)
* 下手の道具調べ
    * [たねKさんはTwitterを使っています 「ぐぬぬ。 https://t.co/w65r1Rbq0Y」 / Twitter](https://twitter.com/seasideline/status/1463140277154037771)
* 魚を釣って捌いて食べる動画
    * [EP111 最近何観てる？ - ゆるふわPodcast](https://yuru28.com/111)
* Miles
    * [Miles（マイルズ）| すべての移動に、マイルを](https://www.getmiles.com/jp)
* 雑談
    * [【MV】D.I.Y. / BOOGEY VOXX (Prod by D.watt) - YouTube](https://www.youtube.com/watch?v=aBsKQN58enA)
    * [とっくん (YouTuber) - Wikipedia](https://ja.wikipedia.org/wiki/%E3%81%A8%E3%81%A3%E3%81%8F%E3%82%93_(YouTuber))
","b2f2272a-ecf0-41bc-9330-3cfd68cd51d5","2021-11-28 23:00:00",16320197,"2039.9015"
113,"2021-12-06","EP113 結婚など","結婚関連の手続き、夫婦別姓、Japan Podcast Awardsなどについて話しました。","* オープニング
* 結婚関連
    * [EP71 収録ミスったので終わり方が強引です - ゆるふわPodcast](https://yuru28.com/71)
        * 横浜青葉区役所の話
    * [「コカ･コーラ クリア」 6月11日（月）から全国発売: The Coca-Cola Company](https://www.cocacola.co.jp/press-center/news-20180601-11)
    * [あきひろさんはTwitterを使っています 「『目の前に「見ず知らずの他人が10万円もらって、自分も1万円もらえるボタン」があっても、「見ず知らずの他人が10万円損して、自分も1万円損するボタン」の方を押したがる人が多すぎるんだよ』 るぅ氏が突っ込んでたけど、ボードゲームとかの文脈だと、対戦者との格差開く選択肢取る方が馬鹿なんよね」 / Twitter](https://twitter.com/Werth/status/1464603062920617986)
* 結婚Q&Aコーナー
* 結婚式
    * [ゼクシィフェスタ首都圏開催｜ゼクシィ](https://zexy.net/mar/news/shutoken_festa/moyen/)
* Japan Podcast Awards
    * [iwashiさんはTwitterを使っています 「Japan Podcast Awards 第3回が開催されているようです。 よろしければ、是非 https://t.co/5Lhzhd0jYi への投票をお願いいたします！ https://t.co/A4esBgyBRl ベストナレッジ賞(最も知的好奇心を刺激するポッドキャストに贈呈される部門賞）を狙いたい！」 / Twitter](https://twitter.com/iwashi86/status/1465696147033387015?s=20)
","9f3c53f3-b02a-46d1-b416-f2161a98f1f1","2021-12-05 23:00:00",19171967,"2396.394375"
114,"2021-12-13","EP114 日本の高専教育をタイへ（ゲスト shigyo先生）","shigyo先生をゲストにお招きして、タイ高専、コロナ禍の海外出向、タイの文化などについて話しました。","* ゲスト紹介: shigyo先生
    * [Twitter: @shigyo](https://twitter.com/shigyo)
    * [EP56 ウィズコロナの高専生活（ゲスト: shigyo先生） - ゆるふわPodcast](https://yuru28.com/56)
    * [EP28 高専教育と遠隔授業 現場の声を聞いてみた（ゲスト shigyo先生） - ゆるふわPodcast](https://yuru28.com/28)
    * [某高専 Advent Calendar 2021 - Adventar](https://adventar.org/calendars/6387)  
* 00:03:15 アイスブレイク
    * [学生の半数が留年　技術道場「高専」で鍛えたAI起業家｜NIKKEI STYLE](https://style.nikkei.com/article/DGXZQOLM0219N0S1A101C2000000)
* 日本の高専をタイへ
    * [出向エントリ - 伝言](https://shigyo.hatenablog.jp/entry/2021/03/31/191822)
    * [高専生のモノづくり力を途上国の課題解決と日本の地方創生に活用 | 2020年度 | トピックス | ニュース - JICA](https://www.jica.go.jp/topics/2020/20201019_01.html)
* コロナ禍の海外出向
* タイの文化（気候、食事、インターネット、英語、マネー、不動産など）
    * [shigyoさんはTwitterを使っています 「とりあえず虫と思しきものの素揚げの屋台があったので食べてみました。淡白なエビといったお味でした。30バーツ。 https://t.co/WL55TMqgHW」 / Twitter](https://twitter.com/shigyo/status/1464588548124774404)
    * [ウマ娘 プリティーダービー 公式ポータルサイト｜Cygames](https://umamusume.jp/)
    * [スコール - Wikipedia](https://ja.wikipedia.org/wiki/%E3%82%B9%E3%82%B3%E3%83%BC%E3%83%AB)
    * [【タイ語】「555」の意味とは？(タイ) | 公益社団法人科学技術国際交流センター|グローバルに交流をサポートする](https://www.jistec.or.jp/blog/exchange/2020/04/4035/)
    * [2021年度 総務省 統一QR「JPQR」普及事業](https://jpqr-start.jp/)
    * [総額70億円還元キャンペーン／神奈川県キャッシュレス・消費喚起事業](https://70cp.pref.kanagawa.jp/)
    * [Lazada.co.th - ช้อปปิ้งออนไลน์ ลาซาด้า 12.12 เซลใหญ่ ส่งท้ายปี](https://www.lazada.co.th/)
    * [Shopee Thailand | Hot Deals, Best Prices](https://shopee.co.th/)
* 学生の気質
    * [Society 5.0 - 科学技術政策 - 内閣府](https://www8.cao.go.jp/cstp/society5_0/)
    * [タイランド4.0 - Wikipedia](https://ja.wikipedia.org/wiki/%E3%82%BF%E3%82%A4%E3%83%A9%E3%83%B3%E3%83%894.0)
* 日本のお店
* エンディング","4f66d51c-6e3c-44ec-a2cc-e8e90b0a5bc5","2021-12-12 23:00:00",53824879,"6727.966625"
115,"2021-12-20","EP115 sugaiさんマークさん回 前編","@sugaishun さん、 @tetuo41 さん（マークさん）をゲストにお招きして、ファンクラブ、家を買いたい話、家を買うまでにやったほうが良いことなどについて話しました。","※ これは前編です。後編は [Yarukinai.fm](https://yarukinai.fm) へ！

* オープニング
    * [Yarukinai.fm](https://yarukinai.fm/)
    * [Hiroki Hatsushikaさん (@tetuo41) / Twitter](https://twitter.com/tetuo41)
        * マークさん
    * [Shun Sugaiさん (@sugaishun) / Twitter](https://twitter.com/sugaishun)
    * [Yarukinai.fmファンクラブ｜Hiroki Hatsushika](https://note.com/tetuo41/circle)
* 家を買いたい
* 家を買うまでにやったほうが良いこと
    * [shinobu.dartさん (@operandoOS) / Twitter](https://twitter.com/operandoOS)
        * 岡野さん","b5a679dd-ede1-47ed-9a50-d950cdaa87f1","2021-12-19 23:00:00",17299709,"2162.363375"
116,"2021-12-27","EP116 2021年買ってよかったもの","2021年買ってよかったものについて話しました。","* オープニング
    * [EP114 日本の高専教育をタイへ（ゲスト shigyo先生） - ゆるふわPodcast](https://yuru28.com/114)
    * [EP115 sugaiさんマークさん回 前編 - ゆるふわPodcast](https://yuru28.com/115)
* 2021年買ってよかったもの
    * 3位
        * MK: [ミューズ 【医薬部外品】 ノータッチ本体オリジナル - Amazon.co.jp](https://amzn.to/3FxwWsq)
        * とっしー: [アイリスプラザ ミルクパン 鍋 15cm IH対応 - Amazon.co.jp](https://amzn.to/3Eo0Q0B)
    * 2位
        * MK: [NETGEAR メッシュWiFi無線LANルーター RBK50 - Amazon.co.jp](https://amzn.to/3FyhA6Q)
        * とっしー: [Razer ゲーミングマウス Viper Ultimate - Amazon.co.jp](https://amzn.to/3Fx1ZV3)
        * ふっくん: [ホットカーペット(I NT)通販 | ニトリネット【公式】](https://www.nitori-net.jp/ec/product/7250351s/)
    * 1位
        * MK: [パナソニック 食器洗い乾燥機 NP-TH4 - Amazon.co.jp](https://amzn.to/3svPAx2)
        * とっしー: [チラシ お断り ステッカー - Amazon.co.jp](https://amzn.to/3Ft4nfB)
        * ふっくん: [UHAグミサプリ 鉄&葉酸 アサイーミックス味 - Amazon.co.jp](https://amzn.to/3psisV5)
    * ※ 腸内のうねうねは絨毛（じゅうもう）でした
    * [あすけんダイエット - 栄養士が無料であなたのダイエットをサポート](https://www.asken.jp/)
    * [め氏さんはTwitterを使っています 「年末年始忙しくて心も体も蝕まれちゃう大人たち、これ飲みな。スっと寝れてスっと起きれてあんまりイライラしなくなったしめちゃくちゃ良い。これ飲み始めてからメンタルが割と安定していて4割増で生活クオリティ上がったと思う。ちょっと高いけどまとめ買いしてストックして皆に布教するくらいには良 https://t.co/H7JO67jkZL」 / Twitter](https://twitter.com/meiko_shi/status/1467510297036726272?s=20)
    * [100. ヤクルトを毎日飲むのが難しい | Yarukinai.fm](https://yarukinai.fm/episode/100)
* 働きたくない
    * [不正取得の170億円をビットコインに　ソニー生命社員を追送検、FBIが全額押収 - ITmedia NEWS](https://www.itmedia.co.jp/news/articles/2112/22/news073.html)","83c3a9ca-81bd-4b06-8600-6b1baf8d36f8","2021-12-26 23:00:00",22006289,"2750.719125"
